,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm
H,6.756238460540772,9.362439155578612,3.298642158508301,4.336683750152588,4.261310577392578,5.599106788635254,7.0323486328125,8.37811279296875,9.973230361938477,7.7927398681640625,2.4103660583496094,3.711203813552856,3.920099973678589,3.696668148040772,5.083316326141357,5.782061576843262,6.731017112731934,7.307950019836426,4.267833709716797,6.115258693695068,2.739121675491333,2.8572707176208496,3.0849099159240723,3.166264772415161,3.496406078338623,3.723896026611328,4.1087646484375,4.403830051422119,4.342687129974365,4.839069843292236,5.439479827880859,4.155096530914307,5.068777561187744,5.338372230529785,5.930553436279297,5.952419757843018,6.793481349945068,5.1937031745910645,4.670336246490479,2.762721538543701,2.90462589263916,3.021153450012207,3.2174713611602783,3.3846514225006104,3.6518514156341553,3.1268701553344727,4.111026287078857,4.408811092376709,5.073791980743408,5.570867538452148,4.361780166625977,4.618414878845215,5.105673313140869,4.980292797088623,4.811107158660889,6.412255764007568,3.643396377563477,4.354240417480469,3.6130895614624015,3.4497780799865723,3.240540266036988,3.0453171730041504,2.8737120628356934,3.826408863067627,2.67278790473938,2.6308064460754395,2.6026206016540527,2.5823395252227783,2.569420099258423,2.5599679946899414,3.083531618118286,3.1627743244171143,2.989422082901001,2.470005989074707,2.514766454696656,2.566051959991455,2.67139220237732,2.9679620265960693,3.0389974117279053,2.832850217819214,3.614821434020996,3.6462149620056152,3.744628667831421,3.895712375640869,3.9753804206848153,3.821428060531616,4.443383693695068,5.814304828643799,3.076925754547119,3.303925037384033,4.869787693023682,4.381344795227051,4.2027106285095215,2.8852553367614746,2.689372539520264,3.647260427474976,3.102471351623535,2.9614417552948,2.8947227001190186,2.8489675521850586
He,7.625508785247803,9.523207664489746,4.288970470428467,5.532434940338135,4.978448867797852,6.143362522125244,7.314858913421631,8.269658088684082,9.562707901000977,8.181356430053711,3.7972939014434814,4.74167013168335,4.692506790161133,4.614375591278076,5.568126678466797,6.048820972442627,6.769645690917969,7.005691051483154,5.059626579284668,6.488345623016357,3.631249189376831,3.6852059364318848,3.840702772140503,4.011365413665772,4.220846652984619,4.454558849334717,4.737159729003906,5.027270317077637,5.167826175689697,5.466061115264893,5.734465599060059,5.049890995025635,5.717127323150635,5.873825550079346,6.250277042388916,6.004863739013672,6.624691963195801,5.793631076812744,4.895412921905518,3.751516103744507,3.913999557495117,4.033482074737549,4.123123645782471,4.312789440155029,4.526331424713135,4.07612419128418,4.964559078216553,5.136409282684326,5.492626667022705,5.508449077606201,5.180466175079346,5.2986321449279785,5.628014087677002,5.437020778656006,5.005311489105225,6.741317272186279,4.222864151000977,4.935369968414307,4.518094539642334,4.342208862304688,4.116174221038818,3.891570091247559,3.690654754638672,4.396712779998779,3.435507297515869,3.360814094543457,3.296925544738769,3.242776393890381,3.205408334732056,3.1721079349517822,3.511181831359864,3.5247015953063965,3.757942914962769,3.191367149353028,3.237060546875,3.29904580116272,3.4037818908691406,3.774982929229736,3.864163637161255,3.681098461151123,4.059228897094727,4.015974998474121,4.372172832489014,4.485723972320557,4.519548416137695,4.383728504180908,4.6914567947387695,6.190196514129639,3.884779930114746,4.017435550689697,5.136921405792236,4.927528858184815,4.764250755310059,3.7781147956848153,3.580250740051269,4.288878917694092,3.821024417877197,3.703168869018554,3.642516851425171,3.592956066131592
Li,4.976150989532471,7.649129390716553,1.8670613765716555,2.1797828674316406,3.2811667919158936,3.5038204193115234,4.738973140716553,6.167941570281982,7.860506534576416,5.6595139503479,2.697950601577759,1.95643162727356,2.8285388946533203,3.289889574050904,3.2978572845458984,3.760218620300293,4.479695796966553,5.202748775482178,3.721291065216065,6.007291316986084,2.7868592739105225,2.780091047286988,2.8263378143310547,2.919114112854004,3.0646629333496094,3.103809595108032,3.1728196144104004,3.2659480571746826,3.2264482975006104,3.5732829570770264,3.670289039611816,3.3744492530822754,3.534574747085572,3.793234586715698,4.040095329284668,4.303045272827148,5.831594944000244,4.923709869384766,4.068996906280518,2.8476858139038086,2.91538953781128,2.9574127197265625,3.0275354385375977,3.1018078327178955,3.086549758911133,2.532455921173096,3.2735228538513184,3.495744228363037,3.523871421813965,4.248298168182373,3.5208001136779785,3.685155153274536,3.813396692276001,3.94888687133789,3.6145153045654297,6.12113094329834,3.330941200256348,4.398401737213135,3.4813272953033447,3.320899486541748,3.02962589263916,2.808624267578125,2.6719119548797607,3.813313007354736,2.483041763305664,2.3896679878234863,2.3539962768554688,2.305657863616944,2.2532458305358887,2.2116904258728027,3.0075817108154297,2.998216152191162,2.482389450073242,2.0430641174316406,2.035374164581299,2.052485942840576,2.134052991867065,2.3624863624572754,2.356097221374512,2.2206673622131348,2.810576200485229,3.011723756790161,2.9261398315429688,3.023571252822876,3.162080764770508,3.244835376739502,3.218510389328003,5.23270845413208,2.740242719650269,2.981726884841919,4.591987133026123,4.401233196258545,4.249278545379639,2.696331739425659,2.4544005393981934,3.5663516521453857,2.8725476264953613,2.80054235458374,2.7463908195495605,2.6959986686706543
Be,5.58535623550415,8.510612487792969,1.828938245773316,2.8821141719818115,2.9825305938720703,3.998391151428223,5.605656147003174,7.078986644744873,8.805492401123047,6.52423620223999,2.2868492603302,2.211364984512329,2.524305820465088,3.0889625549316406,3.4925012588500977,4.243492603302002,5.208926200866699,5.764260768890381,4.040645122528076,5.956695079803467,2.5673422813415527,2.590823173522949,2.6735053062438965,2.719437599182129,2.866162776947021,2.9780588150024414,3.067439079284668,3.1829476356506348,3.2265894412994385,3.5549426078796387,4.08413553237915,3.404768705368042,3.661502122879028,3.9205288887023926,4.362284660339356,4.513705253601074,6.376973628997803,5.1165547370910645,4.2551045417785645,2.670703172683716,2.7370853424072266,2.8109171390533447,2.905954360961914,2.9352896213531494,3.0064001083374023,2.3996262550354004,3.251404285430908,3.53255581855774,3.7970900535583496,4.454416275024414,3.489198684692383,3.6627604961395264,3.8777668476104736,4.039785861968994,4.076961994171143,6.4847731590271,3.505968809127808,4.428637981414795,3.5858798027038574,3.3637306690216064,3.0981969833374023,2.842512607574463,2.663588285446167,3.8538079261779785,2.343546867370605,2.2565505504608154,2.201146364212036,2.1694133281707764,2.14129900932312,2.1305932998657227,2.98804783821106,2.974212884902954,2.6014695167541504,2.064831018447876,2.073240041732788,2.1049153804779053,2.1426689624786377,2.3998305797576904,2.45394253730774,2.3275513648986816,2.8551952838897705,3.09562611579895,3.015977144241333,3.094250202178955,3.1851236820220947,3.25924015045166,3.623062133789064,5.691614627838135,2.980315685272217,3.164642333984375,4.532156944274902,4.391994476318359,4.217869758605957,2.769711971282959,2.561306953430176,3.654959201812744,2.840715885162353,2.7386727333068848,2.700042963027954,2.678943634033203
B,5.098809719085693,7.485231876373291,2.601529836654663,2.5646026134490967,3.5056867599487305,3.7402405738830566,4.652787208557129,5.93729305267334,7.549533367156982,5.541676044464111,3.061544179916382,2.594064474105835,3.2211337089538574,3.4553985595703125,3.5413169860839844,3.885485172271729,4.417703628540039,5.144739151000977,3.5685532093048096,5.9960036277771,3.117794752120972,3.0599660873413086,3.1126601696014404,3.1986045837402344,3.237447738647461,3.313150405883789,3.3746628761291504,3.4458723068237305,3.5677292346954346,3.6981143951416016,3.6478257179260254,3.481768846511841,3.674600601196289,3.853862762451172,4.075378894805908,4.292269229888916,5.630518436431885,4.790338516235352,3.913862705230713,3.0904674530029297,3.1733238697052,3.1921162605285645,3.19083309173584,3.257040500640869,3.309291362762451,2.9122908115386963,3.435896158218384,3.5241196155548096,3.527435779571533,4.113612651824951,3.566282272338867,3.681305885314941,3.8585400581359854,3.8984978199005127,3.3924288749694824,5.948679924011231,3.1486124992370605,4.339616298675537,3.440864086151123,3.24418306350708,3.048891544342041,2.784791946411133,2.6541130542755127,3.615938901901245,2.4593653678894043,2.361467838287353,2.3247103691101074,2.313850879669189,2.203886747360229,2.1499061584472656,2.844764709472656,2.8825125694274902,2.557490348815918,2.1523263454437256,2.1567368507385254,2.1695809364318848,2.221797466278076,2.4356703758239746,2.458956480026245,2.291198968887329,2.8019139766693115,2.9178221225738525,2.9151530265808105,2.994336128234864,3.0776405334472656,3.0770933628082275,3.079822063446045,4.991689682006836,2.6479549407958984,2.852308750152588,4.602031707763672,4.333546161651611,4.079561710357666,2.6300201416015625,2.4477853775024414,3.38191556930542,2.7445945739746094,2.649261951446533,2.588343858718872,2.5316038131713867
C,5.8083271980285645,8.132631301879883,2.44385313987732,3.156851291656494,3.494600534439087,3.930710077285767,5.247986316680908,6.6354851722717285,8.312301635742188,6.159534454345703,3.1074514389038086,2.5964834690093994,3.0932178497314453,3.535741806030273,3.5464835166931152,4.037675857543945,4.786710262298584,5.378596782684326,3.925117492675781,6.020997524261475,3.04226303100586,3.0554819107055664,3.118098735809326,3.2241344451904297,3.278644561767578,3.3700191974639893,3.448914289474488,3.559114933013916,3.650315284729004,3.8338840007781982,3.867053508758545,3.712348461151123,3.782708406448364,3.9515128135681152,4.186780452728272,4.364813804626465,6.017203330993652,4.990490436553955,4.115052700042725,3.1343650817871094,3.2739479541778564,3.3250555992126465,3.30176305770874,3.383100986480713,3.45428466796875,2.9832983016967773,3.6478850841522217,3.800510883331299,3.6792960166931152,4.297290325164795,3.7798798084259033,3.8845176696777344,3.993864059448242,4.07086706161499,3.7558627128601074,6.303639888763428,3.396358728408813,4.400645732879639,3.655783891677856,3.457611083984375,3.206799030303955,2.982210636138916,2.793672561645508,3.784739255905152,2.5889220237731934,2.5036349296569824,2.4484286308288574,2.391298770904541,2.329620838165283,2.290857315063477,2.915809154510498,2.910378932952881,2.797715663909912,2.346247911453247,2.322201728820801,2.351717948913574,2.4050614833831787,2.6460671424865723,2.681673288345337,2.5288021564483643,2.8600997924804688,2.9373655319213867,3.126005411148072,3.150066614151001,3.2096869945526123,3.198436498641968,3.376415014266968,5.390891551971436,3.0113019943237305,3.1438090801239014,4.53643274307251,4.389613151550293,4.213807106018066,2.868353366851806,2.679813861846924,3.622669696807861,2.904470443725586,2.876615285873413,2.838420867919922,2.783568859100342
N,6.555740833282471,8.666717529296875,2.8939871788024902,4.06031608581543,3.69739031791687,4.641401290893555,5.909921169281006,7.163247585296631,8.823068618774414,6.748374938964844,3.176840543746948,3.324079990386963,3.3483874797821045,3.689199447631836,4.126399993896484,4.63377571105957,5.423376560211182,5.781888484954834,4.277158260345459,6.079591274261475,3.120256423950196,3.144459724426269,3.218296527862549,3.351396322250366,3.421865701675415,3.544529914855957,3.6506502628326416,3.785482168197632,3.936427593231201,4.168796062469482,4.381403923034668,3.96837854385376,4.232532978057861,4.355715274810791,4.671269416809082,4.649806022644043,6.304099559783936,5.180205821990967,4.242511749267578,3.2400026321411133,3.36741042137146,3.4421520233154297,3.462217330932617,3.5656328201293945,3.6442813873291016,3.2312588691711426,3.903684616088867,4.036908149719238,4.14716386795044,4.462248802185059,4.040007591247559,4.144161701202393,4.288113117218018,4.299076557159424,4.103569507598877,6.416311740875244,3.6223762035369873,4.496527671813965,3.8622312545776367,3.629579544067383,3.3950986862182617,3.1591997146606445,2.96668553352356,3.906535625457764,2.767293930053711,2.6520581245422363,2.602163791656494,2.5550639629364014,2.494476556777954,2.465810060501098,2.9515671730041504,2.947535753250122,3.0085391998291016,2.501744270324707,2.507854700088501,2.5537803173065186,2.6109819412231445,2.872758626937866,2.9322164058685303,2.82730484008789,3.1665194034576416,3.193471908569336,3.384774923324585,3.431802988052368,3.4803292751312256,3.472074270248413,3.7538788318634033,5.684192180633545,3.225270748138428,3.351634740829468,4.589676856994629,4.475200653076172,4.314499855041504,3.0825612545013428,2.8891191482543945,3.7745885848999023,3.1016855239868164,3.0035042762756348,2.95312237739563,2.9010910987854004
O,7.260164737701416,8.994756698608398,3.617455244064331,4.8780364990234375,4.314810752868652,5.3441314697265625,6.479352951049805,7.479252338409424,9.021698951721191,7.233384609222412,3.534518480300904,4.082018852233887,3.9989402294158936,4.1213202476501465,4.7977399826049805,5.2686614990234375,5.904121398925781,6.123619079589844,4.636836051940918,6.25527811050415,3.4002161026000977,3.427274227142334,3.516043186187744,3.656156301498413,3.770896434783936,3.937406301498413,4.128678321838379,4.354121685028076,4.509218692779541,4.753671169281006,4.9519219398498535,4.438411712646484,4.860428810119629,4.955032825469971,5.295901775360107,5.141887187957764,6.400973796844482,5.4567155838012695,4.397789478302002,3.519707441329956,3.6609582901000977,3.744897603988648,3.776099681854248,3.905390501022339,4.025354385375977,3.703779697418213,4.377546310424805,4.538239002227783,4.700135231018066,4.834019184112549,4.5186686515808105,4.610870838165283,4.810072898864746,4.750542163848877,4.421355724334717,6.521131992340088,3.88512134552002,4.669386863708496,4.060895442962647,3.890158891677856,3.6660244464874254,3.4916436672210693,3.3232991695404053,4.090897560119629,3.07273006439209,3.007688522338867,2.975858688354492,2.943274736404419,2.8804354667663574,2.844250202178955,3.163549423217773,3.170727014541626,3.33530330657959,2.802232027053833,2.8259084224700928,2.8842694759368896,2.961587190628052,3.2627508640289307,3.3415966033935547,3.2467598915100098,3.57731556892395,3.5840868949890137,3.78676176071167,3.8770382404327393,3.919987201690674,3.8564977645874015,4.094642162322998,5.868999004364014,3.471613883972168,3.606196880340576,4.775531768798828,4.642014980316162,4.484774112701416,3.381072521209717,3.164792060852051,3.973142623901367,3.41530990600586,3.319955348968506,3.2879109382629395,3.2500133514404297
F,8.165142059326172,9.578454971313477,4.567498683929443,5.9286394119262695,5.142858028411865,6.307489395141602,7.424436569213867,8.276358604431152,9.303915023803713,8.089353561401367,4.052742004394531,5.035189151763916,4.90440845489502,4.797772407531738,5.730801582336426,6.185047149658203,6.8432464599609375,6.931882381439209,5.198516368865967,6.649622917175293,3.7583799362182617,3.8251545429229736,3.9767792224884033,4.186875343322754,4.367677211761475,4.601893901824951,4.866037845611572,5.157616138458252,5.316202640533447,5.554352283477783,5.849979400634766,5.076959609985352,5.716447353363037,5.786202430725098,6.167663097381592,5.965786457061768,6.680453777313232,5.985788822174072,4.842080593109131,3.844787120819092,4.0596418380737305,4.160032749176025,4.236263751983643,4.470196723937988,4.676453590393066,4.3814377784729,5.097333908081055,5.253976821899414,5.575053691864014,5.58161735534668,5.175714492797852,5.272493839263916,5.5694074630737305,5.407937526702881,4.948601722717285,6.8802666664123535,4.210150241851807,4.8945722579956055,4.491260051727295,4.302365779876709,4.106159687042236,3.9208998680114746,3.7544915676116943,4.340104579925537,3.616564273834229,3.5929088592529297,3.568943500518799,3.531923294067383,3.493110656738281,3.467247486114502,3.4820685386657715,3.5162298679351807,3.7281460762023926,3.1915054321289062,3.2421746253967285,3.3240768909454346,3.451150417327881,3.784912109375,3.879908561706543,3.75201153755188,4.1595330238342285,4.168734550476074,4.311709880828857,4.423704624176025,4.4564080238342285,4.334773063659668,4.648322582244873,6.310710430145264,3.82710337638855,4.029790878295898,5.069815158843994,4.9157023429870605,4.743913173675537,3.799249410629273,3.65123462677002,4.248258113861084,3.9466652870178223,3.884376049041748,3.8549587726593018,3.815847873687744
Ne,6.80409049987793,9.042543411254885,3.262192964553833,4.438126087188721,4.050549983978272,5.00945520401001,6.192388534545898,7.338819026947021,8.930375099182129,7.081986904144287,3.396152973175049,3.6867904663085938,3.71004056930542,3.955921411514282,4.479620456695557,4.968107223510742,5.641116619110107,5.973204612731934,4.3141255378723145,6.068145275115967,3.378804445266724,3.4005675315856934,3.472910165786743,3.616321086883545,3.691481828689575,3.826828956604004,3.957009792327881,4.12672233581543,4.279093265533447,4.508194923400879,4.668467044830322,4.347114562988281,4.617702484130859,4.726397037506104,5.039388656616211,4.988626003265381,6.226542949676514,5.233264923095703,4.352198123931885,3.4965062141418457,3.62665605545044,3.694427967071533,3.719971179962158,3.841104030609131,3.936786413192749,3.4960036277771,4.217975616455078,4.334117412567139,4.429941177368164,4.642971515655518,4.420755386352539,4.498391151428223,4.651451110839844,4.666858673095703,4.268891334533691,6.354878902435303,3.831685304641724,4.690314769744873,4.076601982116699,3.889724969863892,3.645991563796997,3.4025940895080566,3.2033066749572754,4.1286301612854,2.9872310161590576,2.8469903469085693,2.798081874847412,2.743773460388184,2.6814181804656982,2.6368470191955566,3.15938401222229,3.1671388149261475,3.317356586456299,2.800833940505981,2.81229019165039,2.849716901779175,2.9157395362854004,3.192779302597046,3.250760078430176,3.111295461654663,3.432692527770996,3.4326319694519043,3.745836973190308,3.7956719398498535,3.8355631828308105,3.7994444370269775,3.9460079669952393,5.68700647354126,3.454341411590576,3.572970390319824,4.768749237060547,4.6940202713012695,4.5044660568237305,3.323925733566284,3.1189725399017334,3.995306968688965,3.318380355834961,3.200840950012207,3.1456332206726074,3.0926215648651123
