,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm
H,4.762284278869629,5.889129638671875,4.166185855865479,4.288197994232178,4.085534572601318,4.850965976715088,5.030154705047607,5.363232612609863,5.844924449920654,5.345692157745361,3.149554491043091,4.410379886627197,4.249424934387207,3.664011001586914,4.523921489715576,4.674697399139404,4.985277652740479,4.877087116241455,2.635562896728516,3.874242067337036,3.338119983673096,3.3838658332824707,3.4313864707946777,3.520756244659424,3.494830846786499,3.5498645305633545,3.676630735397339,3.799866199493408,3.908011674880981,3.8870129585266113,4.293386459350586,3.618004560470581,4.262404441833496,4.21319580078125,4.474429607391357,4.224968433380127,3.1882948875427246,3.114522933959961,3.417656898498535,3.2046902179718018,3.3277242183685303,3.336548089981079,3.313222885131836,3.4293551445007324,3.5153257846832275,3.4411697387695312,3.595653533935547,3.5621399879455566,4.104301452636719,4.008218288421631,3.696353435516357,3.738032341003418,4.005448341369629,3.767767906188965,3.341322422027588,3.11917781829834,2.86719298362732,3.332981586456299,3.074542999267578,3.023005247116089,2.96174430847168,2.927070617675781,2.874563455581665,3.1272172927856445,2.799646377563477,2.793097972869873,2.7718753814697266,2.753556966781616,2.7541728019714355,2.7496817111968994,2.9104421138763428,2.9526429176330566,3.028794527053833,2.942144632339477,2.9525279998779297,2.97182559967041,3.0167555809021,3.1557443141937256,3.195101737976074,3.0504510402679443,3.455235719680786,3.434426069259644,3.4223437309265137,3.610874652862549,3.5537121295928955,3.387984275817871,3.389586925506592,2.8742685317993164,2.619804620742798,2.6802964210510254,4.021636486053467,3.3197576999664307,3.258424758911133,2.7737293243408203,2.6895880699157715,2.9330086708068848,2.76860785484314,2.6999239921569824,2.6673734188079834,2.640203952789306
He,6.736054420471191,7.189051151275635,5.178518772125244,5.87603235244751,5.081911087036133,5.573559761047363,6.031297206878662,6.361087799072266,7.001947402954102,6.447730541229248,4.829245567321777,5.373345375061035,5.1294779777526855,4.810691833496094,5.290981292724609,5.411595821380615,5.672271251678467,5.712340831756592,4.310788631439209,4.846461772918701,4.4829182624816895,4.501029968261719,4.551921367645264,4.670170307159424,4.638998508453369,4.689596176147461,4.783806324005127,4.888256549835205,5.04907751083374,5.008921146392822,5.16298770904541,4.907198905944824,5.129459381103516,5.117510795593262,5.251705646514893,5.125298023223877,5.166884899139404,4.467928886413574,4.364137172698975,4.493978977203369,4.581389427185059,4.590304851531982,4.564247608184815,4.676702499389648,4.74822473526001,4.78070878982544,4.908939838409424,4.87204122543335,5.037211418151856,4.764219284057617,4.931636333465576,4.9426798820495605,5.020634651184082,4.966039180755615,6.632623195648193,4.573618412017822,4.22603178024292,4.581798076629639,4.516568660736084,4.44542407989502,4.367579936981201,4.296323776245117,4.223647594451904,4.2215070724487305,4.082653045654297,4.02144193649292,3.981619358062744,3.949584007263184,3.930878400802612,3.909911632537842,3.7752506732940674,3.823119878768921,4.148279666900635,4.036798000335693,4.093209266662598,4.150294780731201,4.225004196166992,4.467911243438721,4.552151203155518,4.456035614013672,4.499348163604736,4.413773059844971,4.6728515625,4.693469524383545,4.716745376586914,4.674765110015869,6.836296081542969,4.545853614807129,4.112138271331787,4.1058549880981445,4.763644218444824,4.513179302215576,4.446324825286865,4.251793384552002,4.175987720489502,4.197248935699463,4.170878887176514,4.126453876495361,4.090757369995117,4.054428577423096
Li,3.8304672241210938,3.931500911712648,1.3792784214019775,2.1662168502807617,1.708305835723877,2.0046606063842773,2.6872854232788086,3.0869977474212646,3.622877597808838,3.031770944595337,1.7398072481155396,1.799394130706787,1.717410922050476,1.7118589878082275,1.8199756145477293,1.902065753936768,2.117985725402832,2.153695583343506,1.87495505809784,1.988373160362244,1.9926092624664309,1.92132568359375,1.86823844909668,1.8317975997924805,1.84124493598938,1.830888271331787,1.8151960372924805,1.8126070499420168,1.82651436328888,1.8681211471557613,1.841650128364563,1.8756749629974363,1.854589581489563,1.887212872505188,1.9777990579605105,2.1150050163269043,4.31810188293457,1.8739670515060425,2.136343479156494,2.0173792839050293,1.9754067659378047,1.9702430963516235,1.9762756824493408,1.9057936668396,1.8598458766937256,1.6296732425689695,1.878129839897156,2.002009630203247,1.793172836303711,2.023292303085327,1.86030113697052,1.90511155128479,1.9183049201965328,2.1454403400421143,4.956422805786133,2.478806257247925,2.0244698524475098,2.6104326248168945,2.006791830062866,1.9520225524902344,1.8822147846221924,1.819828748703003,1.768641710281372,2.433863401412964,1.6986080408096311,1.6756479740142822,1.6566716432571411,1.639404535293579,1.6083643436431885,1.586675763130188,2.105165958404541,2.09114956855774,2.0486886501312256,1.737680196762085,1.7024123668670654,1.693158745765686,1.6536312103271484,1.700753927230835,1.7116594314575195,1.7235026359558103,1.7388949394226074,1.767685890197754,1.9051244258880613,1.849469542503357,1.918884515762329,2.1649703979492188,4.794907093048096,2.73171329498291,1.8254706859588623,1.8268601894378664,2.650696516036988,2.672917366027832,2.596811056137085,1.7919921875,1.741927146911621,2.434357166290283,1.8947887420654297,1.869012713432312,1.8558130264282229,1.8383469581604004
Be,3.8431692123413086,4.9097981452941895,2.293444395065308,2.438664674758911,2.264277458190918,3.035529851913452,3.612241268157959,4.027877807617188,4.551929950714111,3.918820858001709,1.8483115434646609,2.5212056636810303,2.390613079071045,1.9225170612335205,2.6833159923553467,2.8524956703186035,3.178110361099243,3.029449939727783,1.9269919395446773,2.21622371673584,2.000818014144897,1.9808886051177976,1.9927973747253416,1.999726295471192,2.0054919719696045,2.025986671447754,2.0848121643066406,2.168771982192993,2.2054219245910645,2.2187328338623047,2.737385034561157,2.0642249584198,2.6433000564575195,2.5717947483062744,2.8688161373138428,2.5447654724121094,3.1734936237335205,2.153275966644287,2.2967278957366943,1.9831368923187256,1.9933505058288568,1.989872694015503,1.980290412902832,1.9869844913482664,1.998374462127685,1.862103819847107,2.032289505004883,2.0409457683563232,2.4670534133911133,2.175989389419556,2.1204895973205566,2.161816120147705,2.3486545085906982,2.2206475734710693,4.5882954597473145,2.396914005279541,2.214569568634033,2.7155160903930664,2.1810805797576904,2.107555866241455,2.025574445724488,1.9415812492370603,1.8686721324920648,2.46150803565979,1.7701261043548584,1.742458462715149,1.7159119844436646,1.6916136741638184,1.6683053970336914,1.6501245498657229,1.999705076217652,2.0070199966430664,1.884807705879212,1.6990762948989868,1.717213749885559,1.7336345911026,1.760633111000061,1.8320263624191284,1.8533353805541992,1.811117172241211,2.2066314220428467,2.1900410652160645,2.1164703369140625,2.276449680328369,2.2634401321411133,2.165311813354492,4.65113639831543,2.3345444202423096,2.031198024749756,2.015040397644043,2.739732027053833,2.770559072494507,2.687541484832764,1.9576658010482788,1.8977651596069336,2.5107345581054688,1.995184063911438,1.960918664932251,1.927937388420105,1.9020503759384155
B,3.869600534439087,4.12913703918457,1.911925196647644,2.3742144107818604,1.8844666481018064,2.212238550186157,2.7420129776000977,3.124290704727173,3.674104690551758,3.149095058441162,2.1161396503448486,1.9843419790267944,1.9074254035949707,2.087474584579468,2.0256950855255127,2.138715982437134,2.3203442096710205,2.4383091926574707,2.541367292404175,2.316310405731201,2.3417468070983887,2.293623685836792,2.2388360500335693,2.2245259284973145,2.201233386993408,2.189764499664306,2.132079601287842,2.098230123519897,2.103203296661377,2.181281805038452,2.01312518119812,2.2794651985168457,2.063604593276977,2.122358798980713,2.205643892288208,2.415685176849365,5.376354694366455,2.312000274658203,2.4453365802764893,2.372008800506592,2.3511362075805664,2.343449115753174,2.3220348358154297,2.287075996398926,2.241579294204712,2.019584894180298,2.260527372360229,2.349581480026245,1.9763801097869875,2.341315269470215,2.237015724182129,2.273526430130005,2.1976511478424072,2.5112011432647705,5.569778919219971,3.1902804374694824,2.2863481044769287,2.8840339183807373,2.2995049953460693,2.230656147003174,2.1530861854553223,2.083864688873291,2.0290186405181885,2.699842929840088,1.9774057865142824,1.9697465896606443,1.95246422290802,1.9343485832214355,1.908190488815308,1.8842718601226809,2.3769662380218506,2.379650115966797,2.361309289932251,2.0634987354278564,2.0323972702026367,2.030832529067993,2.002760648727417,2.058581829071045,2.078234910964966,2.0900866985321045,1.9565119743347168,2.075756788253784,2.270646810531616,2.124605417251587,2.264147996902466,2.533088207244873,5.34188985824585,3.641839504241944,2.066598653793335,2.06192946434021,2.869255781173706,2.9483351707458496,2.880688667297364,2.0619912147521973,1.9926294088363647,2.649862051010132,2.1452643871307373,2.115072727203369,2.0890841484069824,2.0689175128936768
C,4.722401142120361,4.821680545806885,2.340161085128784,3.106206178665161,2.2836928367614746,2.5291545391082764,3.6247382164001465,4.053256034851074,4.621589183807373,3.9481375217437744,2.2342586517333984,2.5904994010925293,2.326409339904785,2.153745174407959,2.499253749847412,2.625570774078369,2.961860656738281,2.819868803024292,2.29114294052124,2.519535779953003,2.3182199001312256,2.2641749382019043,2.234901428222656,2.2494559288024902,2.2128825187683105,2.212378740310669,2.2183995246887207,2.2585644721984863,2.3279685974121094,2.2948451042175293,2.4794178009033203,2.252914905548096,2.525855302810669,2.48085880279541,2.652991771697998,2.5159990787506104,4.451124668121338,2.386310577392578,2.503337860107422,2.3542284965515137,2.3241283893585205,2.300964832305908,2.26875114440918,2.244525194168091,2.23129940032959,2.103994846343994,2.251981258392334,2.2904207706451416,2.3196074962615967,2.316668033599853,2.282267570495605,2.3020620346069336,2.3732798099517822,2.406934261322021,5.938257217407227,2.883657932281494,2.40916395187378,2.852067708969116,2.396933555603028,2.330979585647583,2.254168510437012,2.1703009605407715,2.098238706588745,2.6224873065948486,1.994272232055664,1.9496452808380127,1.9145772457122805,1.877673864364624,1.8307147026062007,1.807452082633972,2.182056188583374,2.1754000186920166,2.1753172874450684,1.908803939819336,1.9090096950531008,1.916151523590088,1.9351648092269893,2.018127679824829,2.034654140472412,2.0029408931732178,2.23250150680542,2.26703143119812,2.216334342956543,2.292563915252685,2.321254014968872,2.3832006454467773,5.862745761871338,3.048602104187012,2.2284059524536133,2.214097023010254,2.9158694744110107,2.917587995529175,2.84040641784668,2.1813948154449463,2.1297223567962646,2.6553452014923096,2.205774545669556,2.18570327758789,2.165135145187378,2.143625259399414
N,5.095317840576172,5.458155155181885,3.090998649597168,3.7819089889526367,2.8787102699279785,3.611183166503906,3.7255606651306152,4.660441875457764,5.231310844421387,4.550436496734619,2.61454439163208,3.3415098190307617,3.015195608139038,2.5440151691436768,3.2539358139038086,3.413904190063477,3.802687406539917,3.592930555343628,2.5078399181365967,2.823012351989746,2.5262374877929688,2.503492593765259,2.525559186935425,2.5862584114074707,2.547316074371338,2.5737950801849365,2.651888847351074,2.743833065032959,2.883718490600586,2.8004672527313232,3.0835976600646973,2.6809182167053223,3.062016010284424,3.0004541873931885,3.218069553375244,2.9832868576049805,4.076069355010986,2.6882853507995605,2.638378858566284,2.5570530891418457,2.5575594902038574,2.545839309692383,2.4952995777130127,2.5615549087524414,2.6013216972351074,2.59460997581482,2.682226181030273,2.6565186977386475,2.880262851715088,2.652864456176758,2.7477951049804688,2.7611825466156006,2.8817763328552246,2.770592451095581,5.849413871765137,3.0130794048309326,2.506737232208252,2.95689058303833,2.5732388496398926,2.510211229324341,2.4429707527160645,2.386857032775879,2.3304662704467773,2.6570591926574707,2.2624478340148926,2.256091594696045,2.2424099445343018,2.2267608642578125,2.2128427028656006,2.2017383575439453,2.3428306579589844,2.358118295669556,2.355961561203003,2.229823589324951,2.250618934631348,2.2768747806549072,2.3147528171539307,2.405855655670166,2.426851749420166,2.372732162475586,2.6371045112609863,2.585373640060425,2.584918260574341,2.698697566986084,2.686590671539306,2.61476469039917,5.960109710693359,3.081247329711914,2.377827882766724,2.370591402053833,3.015097618103028,2.9399867057800293,2.8532097339630127,2.342059373855591,2.2841243743896484,2.6183981895446777,2.3265576362609863,2.2963571548461914,2.2763915061950684,2.2571663856506348
O,5.605733394622803,5.944081783294678,3.937354564666748,4.490584850311279,3.6262319087982178,4.220314979553223,4.687822818756104,4.83823823928833,5.772679328918457,5.037852764129639,3.421207904815674,4.145764350891113,3.7324106693267822,3.330261468887329,3.878583431243897,3.997680187225342,4.329468727111816,4.186564922332764,3.1283764839172363,3.388113498687744,3.0134716033935547,3.0276458263397217,3.092008352279663,3.262824773788452,3.195673704147339,3.259587526321411,3.3538761138916016,3.4557135105133057,3.747255325317383,3.579101800918579,3.689523935317993,3.418083667755127,3.7316269874572754,3.6829018592834473,3.8020174503326416,3.5612621307373047,4.544360637664795,3.172560214996338,2.960498332977295,3.049602508544922,3.1256864070892334,3.159855365753174,3.128369331359864,3.291478157043457,3.376575231552124,3.4987027645111084,3.500208854675293,3.392221450805664,3.493843078613281,3.233005285263061,3.509075403213501,3.500562191009521,3.5824413299560547,3.4314398765563965,6.200999736785889,3.534566879272461,2.8753254413604736,3.263655185699463,2.9957571029663086,2.933414936065674,2.8746187686920166,2.832627296447754,2.788597822189331,2.9136619567871094,2.7328310012817383,2.725044012069702,2.716601848602295,2.710467338562012,2.7036287784576416,2.6973917484283447,2.644972324371338,2.6630029678344727,2.770679473876953,2.7134697437286377,2.768855094909668,2.828265428543091,2.889880657196045,3.049832344055176,3.0817530155181885,2.998401165008545,3.1552629470825195,3.078794240951538,3.140312671661377,3.2846622467041016,3.230065107345581,3.098327875137329,6.3590521812438965,3.644660472869873,2.8042311668396,2.7912790775299072,3.339879512786865,3.2098617553710938,3.121173620223999,2.8103549480438232,2.770766496658325,2.9114410877227783,2.8077392578125,2.7919745445251465,2.781688928604126,2.775502920150757
F,6.6051764488220215,6.753690242767334,5.2998046875,5.695745944976807,4.933943271636963,5.1708855628967285,5.53049898147583,5.851712226867676,6.327016830444336,5.8378005027771,4.719745635986328,5.419274806976318,5.026533603668213,4.686893939971924,4.97134256362915,4.990204334259033,5.184183597564697,5.080021858215332,4.0584797859191895,4.283618450164795,4.0296549797058105,4.142437934875488,4.26166296005249,4.535629749298096,4.434402942657471,4.542966365814209,4.668506622314453,4.793171405792236,5.1864166259765625,4.965898036956787,4.587332248687744,4.810817241668701,4.983700275421143,4.8950934410095215,4.847931861877441,4.710792064666748,5.134939670562744,4.009852886199951,3.719233512878418,4.047205924987793,4.291496276855469,4.3936448097229,4.350565910339356,4.671932220458984,4.79888391494751,4.999183177947998,4.938286781311035,4.708886623382568,4.487306118011475,4.194166660308838,4.902512550354004,4.861622333526611,4.903812408447266,4.656063556671143,6.656734466552734,4.250960826873779,3.567309617996216,3.761123418807984,3.7570199966430655,3.715362310409546,3.674612045288086,3.656973123550415,3.6315126419067374,3.476465940475464,3.610020637512207,3.622788906097412,3.6353917121887207,3.647316694259644,3.655118465423584,3.6577978134155273,3.2937796115875244,3.33962345123291,3.787023067474365,3.839069843292236,3.966832160949707,4.04810094833374,4.168841361999512,4.36980676651001,4.3789472579956055,4.106564998626709,4.30743408203125,4.1293253898620605,4.407434463500977,4.562242031097412,4.4759297370910645,4.073559284210205,6.857123851776123,4.339544296264648,3.4882559776306152,3.4991471767425537,3.941329002380371,3.698870897293091,3.631280183792114,3.5917112827301025,3.5672104358673096,3.449331283569336,3.637953996658325,3.6405436992645264,3.643240213394165,3.643375873565674
Ne,5.712890148162842,6.245270252227783,3.807436943054199,4.452658176422119,3.720115423202514,4.290185928344727,4.850762844085693,5.317529678344727,5.894138336181641,4.870559215545654,3.561281204223633,4.026744365692139,3.7762513160705566,3.461211919784546,3.958677291870117,4.106367588043213,4.445458889007568,4.396931171417236,3.385658502578736,3.599940776824951,3.443488597869873,3.4075043201446533,3.399928331375122,3.492396354675293,3.4197089672088623,3.445829391479492,3.50513768196106,3.586746454238892,3.745805978775024,3.690632581710816,3.86625337600708,3.6524932384490967,3.8358678817749023,3.831016540527344,3.993589162826538,3.838041305541992,4.757216930389404,3.502504825592041,3.388656616210937,3.474921464920044,3.5022034645080566,3.486968755722046,3.4193947315216064,3.485495090484619,3.518128156661988,3.518006563186645,3.615894556045532,3.554177045822144,3.718132495880127,3.446053981781006,3.690535545349121,3.695434331893921,3.759618043899536,3.6925466060638414,6.394684314727783,3.7603588104248047,3.342278003692627,3.788510799407959,3.488867282867432,3.4213454723358154,3.3355302810668945,3.253570079803467,3.173008441925049,3.4528017044067383,3.043131828308105,3.0054256916046143,2.9743027687072754,2.944635391235352,2.91377854347229,2.890380859375,2.993664264678955,3.0074005126953125,3.2358040809631348,3.0878002643585205,3.1143689155578613,3.138763904571533,3.188955783843994,3.339839220046997,3.372929811477661,3.282934188842773,3.405440330505371,3.34509801864624,3.532468318939209,3.542907238006592,3.567288398742676,3.546347618103028,6.478960514068604,3.845947027206421,3.233888626098633,3.21359658241272,3.770083427429199,3.7637858390808105,3.691686630249024,3.251767635345459,3.184345960617065,3.482449531555176,3.1952507495880127,3.1602277755737305,3.126161575317383,3.096357822418213
