,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm
H,5.110086917877197,6.273052215576172,3.0864627361297607,3.6770081520080566,3.365667819976806,3.956037998199463,4.609395980834961,5.154128074645996,5.852656841278076,5.212814807891846,2.6091067790985107,3.2908644676208496,3.24990463256836,3.083229780197144,3.569591999053955,3.82758903503418,4.244953155517578,4.459578990936279,3.001307487487793,4.4551286697387695,2.873389959335327,2.870842933654785,2.8947603702545166,2.9393372535705566,2.894780158996582,2.931654453277588,3.008552074432373,3.1027002334594727,3.2075886726379395,3.335034847259521,3.368497610092163,2.900197982788086,3.308489322662353,3.299185276031494,3.5639901161193848,3.5831074714660645,4.115610122680664,3.794118404388428,3.303284883499145,2.764841794967652,2.8481760025024414,2.8259942531585693,2.802921772003174,2.8655753135681152,2.928802490234375,2.6968510150909424,3.08259916305542,3.2059545516967773,3.1985857486724854,3.564805030822754,2.932502269744873,2.9894368648529053,3.1544268131256104,3.237485647201538,4.27631425857544,4.128177165985107,2.8035924434661865,3.7572102546691895,3.1862049102783203,3.050565719604492,2.8815062046051025,2.731290578842163,2.560099124908448,2.983931064605713,2.328041315078736,2.270838975906372,2.213113784790039,2.163041114807129,2.122474908828736,2.0937485694885254,2.262845993041992,2.2542874813079834,2.379930019378662,2.106486797332764,2.089012861251831,2.077524185180664,2.100618839263916,2.289907693862915,2.3098719120025635,2.160322904586792,2.3883509635925293,2.332414150238037,2.5549745559692383,2.622543811798096,2.6234827041625977,2.5144546031951904,4.2804484367370605,3.664592027664185,2.508995294570923,2.5909576416015625,4.178272724151611,3.643296003341675,3.4568798542022705,2.5783803462982178,2.399397373199463,2.859513282775879,2.56595778465271,2.453493118286133,2.372882604598999,2.297403812408448
He,6.273053169250488,7.413547039031982,4.34609842300415,4.867456912994385,4.6360955238342285,5.096250057220459,5.67708158493042,6.270420074462891,6.983580112457275,6.22600793838501,3.8516805171966553,4.530598640441895,4.434897422790527,4.367835521697998,4.83087968826294,5.111423969268799,5.471141815185547,5.836345195770264,4.520603656768799,5.74213171005249,3.913075208663941,3.889173984527588,3.931074380874634,4.004076957702637,4.025391578674316,4.111704349517822,4.245138645172119,4.387925148010254,4.471447467803955,4.634866237640381,4.802928447723389,4.124241352081299,4.5094380378723145,4.600654125213623,4.829587459564209,4.91474199295044,6.296481609344482,5.032911777496338,4.598958969116211,3.8125815391540527,3.910722255706787,3.886121511459351,3.864643812179565,3.957934856414795,4.074010372161865,3.880557060241699,4.292330265045166,4.38048267364502,4.624990463256836,4.806772708892822,4.211467266082764,4.298671245574951,4.499348163604736,4.459829330444336,6.652445316314697,5.55410623550415,4.091910362243652,4.633157730102539,4.449329853057861,4.330148696899414,4.157090663909912,3.983507633209229,3.805020093917847,3.965917825698853,3.53963041305542,3.457221984863281,3.375516414642334,3.3018994331359863,3.241907835006714,3.1777188777923584,3.1658356189727783,3.175826072692871,3.0737409591674805,2.815659284591675,2.824753999710083,2.848223924636841,2.907073974609375,3.1079821586608887,3.141618251800537,3.0074379444122314,3.2087345123291016,3.3198699951171875,3.2787554264068604,3.351638078689575,3.402958869934082,3.345430850982666,6.631764888763428,5.424295425415039,3.8204245567321777,3.9321303367614746,4.972312927246094,4.56098222732544,4.401928901672363,3.8273496627807617,3.646506786346436,3.894077777862549,3.820833921432495,3.674891233444214,3.5894341468811035,3.504372358322144
Li,3.0864627361297607,4.34609842300415,1.364521622657776,1.865997076034546,1.6897456645965576,1.962002277374268,2.5511393547058105,3.1648049354553223,3.87180757522583,3.2663514614105225,1.446441888809204,1.4862302541732788,1.5174143314361572,1.638728141784668,1.717475652694702,1.9237934350967407,2.227391242980957,2.53869104385376,2.526200771331787,2.597526788711548,1.922631859779358,1.905118584632873,1.8880623579025269,1.8751232624053955,1.8518486022949217,1.803816795349121,1.729968786239624,1.6973885297775269,1.7215384244918823,1.7684564590454102,1.6153236627578735,1.836167812347412,1.7030539512634275,1.7587015628814695,1.893059492111206,2.06768798828125,4.561491012573242,2.5029070377349854,2.164619445800781,1.9600809812545776,1.9535744190216064,1.967167973518372,1.96273672580719,1.8944355249404907,1.8237202167510984,1.3531608581542969,1.8083795309066768,1.885875105857849,1.532158613204956,1.7864643335342407,1.81332528591156,1.835461974143982,1.802594780921936,2.0360422134399414,4.2383952140808105,3.45573091506958,1.9696966409683228,2.88949990272522,2.130183458328247,2.00811505317688,1.862473726272583,1.7100963592529297,1.574991226196289,2.332486629486084,1.3672720193862915,1.3061892986297607,1.261419415473938,1.206088304519653,1.1496505737304688,1.1027259826660156,1.4729726314544678,1.4763667583465576,1.8410382270812988,1.4419283866882324,1.3883187770843506,1.364837408065796,1.3220760822296145,1.4031867980957031,1.4198541641235352,1.3985223770141602,1.4164258241653442,1.4712685346603394,1.745579481124878,1.6589463949203491,1.7758538722991943,1.9933462142944336,4.09389591217041,3.520509958267212,1.7341268062591553,1.7138224840164185,2.9769175052642822,2.901017189025879,2.77184534072876,1.691919445991516,1.5551437139511108,2.3370401859283447,1.5956389904022217,1.504082441329956,1.4355262517929075,1.3828344345092771
Be,3.6770081520080566,4.867456912994385,1.865997195243836,2.3793678283691406,2.06711483001709,2.588070869445801,3.1561710834503174,3.731343746185303,4.421021938323975,3.7805585861206055,1.563138723373413,2.04907774925232,1.9667893648147583,1.830926775932312,2.285350561141968,2.539377212524414,2.945302248001098,3.193870782852173,2.2762155532836914,2.909101724624634,2.0239579677581787,1.9657645225524905,1.937357902526856,1.920818448066712,1.8934299945831297,1.8943140506744385,1.929543256759644,1.999933719635009,2.081129550933838,2.105107307434082,2.13551664352417,1.8509252071380613,2.1613354682922363,2.1919987201690674,2.384485006332397,2.4257733821868896,4.160124778747559,2.481947660446167,2.2739386558532715,1.96763277053833,1.9336905479431152,1.8975619077682493,1.863582730293274,1.833140850067139,1.8305585384368896,1.5110092163085938,1.8849198818206787,1.927644968032837,1.9884464740753167,2.0946297645568848,1.9247775077819824,1.9825888872146609,2.1446712017059326,2.138116836547852,4.366508960723877,3.2114462852478027,2.1115822792053223,2.986656665802002,2.251058578491211,2.131088256835937,1.9709951877594,1.8162904977798464,1.6763253211975098,2.364628791809082,1.4558006525039673,1.3952258825302124,1.3529305458068848,1.3149828910827637,1.2774089574813845,1.2505193948745728,1.4992830753326416,1.5069295167922974,1.7239207029342651,1.3481526374816897,1.3251962661743164,1.3190340995788574,1.338616132736206,1.4233970642089844,1.437668800354004,1.4028013944625854,1.612436294555664,1.6621662378311155,1.7396717071533203,1.8103818893432613,1.81811797618866,1.8231538534164429,4.300816059112549,3.199974536895752,1.8680146932601929,1.8584253787994385,3.184757232666016,3.0132365226745605,2.875213146209717,1.7936649322509766,1.6595869064331057,2.4508650302886963,1.7141865491867063,1.6112183332443235,1.5453318357467651,1.4920623302459717
B,3.3656675815582275,4.636094570159912,1.6897456645965576,2.067115068435669,2.0333871841430664,2.2556138038635254,2.7530970573425293,3.354616641998291,4.05393648147583,3.450969219207764,1.820802927017212,1.7808901071548462,1.870505690574646,1.9286787509918213,2.0668587684631348,2.3007729053497314,2.6061766147613525,2.894874095916748,3.2900118827819824,3.1215057373046875,2.23738956451416,2.192232131958008,2.164522409439087,2.1745424270629883,2.0980677604675293,2.0657272338867188,2.015610933303833,1.9715303182601929,2.0452823638916016,2.056575298309326,1.8502614498138428,2.0868396759033203,1.9145569801330569,1.9880168437957764,2.1020236015319824,2.2911550998687744,5.242134094238281,3.0801784992218018,2.44575834274292,2.259990692138672,2.248785257339477,2.225666284561157,2.1723153591156006,2.160644769668579,2.1198432445526123,1.7266814708709717,2.096099376678467,2.1034252643585205,1.7573144435882568,2.039547920227051,2.079071521759033,2.083479642868042,2.088305711746216,2.265532970428467,4.738247871398926,4.169814109802246,2.216768264770508,3.2003750801086426,2.475868463516236,2.343201398849488,2.17102313041687,1.9946622848510744,1.8377455472946167,2.540801763534546,1.6045223474502563,1.5280383825302124,1.4720072746276855,1.428756833076477,1.3691704273223877,1.3161717653274536,1.6488542556762695,1.6464464664459229,2.0921990871429443,1.6925941705703735,1.6431803703308103,1.6217182874679563,1.5914971828460691,1.6866178512573242,1.6866133213043213,1.5988606214523315,1.6490278244018557,1.6651285886764526,2.051685571670532,1.9885932207107544,2.076152801513672,2.2143239974975586,4.573268890380859,4.281675815582275,1.9650508165359497,1.98423171043396,3.2331981658935547,3.145685195922852,3.002485513687134,1.9872997999191284,1.8355640172958367,2.5203120708465576,1.910460352897644,1.8043653964996336,1.725987195968628,1.663178563117981
C,3.956037998199463,5.096249580383301,1.962002396583557,2.5880703926086426,2.2556138038635254,2.718576669692993,3.370033264160156,3.961000442504883,4.643422603607178,3.95554780960083,1.9125146865844729,2.1710050106048584,2.0664751529693604,2.105337619781494,2.39835262298584,2.687336206436157,3.0921826362609863,3.415602922439575,3.150394916534424,3.3198490142822266,2.1908657550811768,2.134651660919189,2.088041305541992,2.0838255882263184,2.0118565559387207,1.9779120683670044,1.975135803222656,2.0139000415802,2.0826663970947266,2.1768479347229004,2.2541379928588867,1.979398488998413,2.132373571395874,2.188052177429199,2.3961775302886963,2.51924729347229,5.150572776794434,3.027627229690552,2.5796236991882324,2.194312334060669,2.1767232418060303,2.13582730293274,2.058629512786865,2.007047176361084,1.968234658241272,1.664406180381775,2.015611410140991,2.0949535369873047,2.1007864475250244,2.342003345489502,1.998991847038269,2.054457902908325,2.162484645843506,2.2976951599121094,5.156948089599609,4.068747997283936,2.3133299350738525,3.235330581665039,2.537343978881836,2.4129559993743896,2.2560863494873047,2.096001148223877,1.9452775716781616,2.5837714672088623,1.7121729850769043,1.634090542793274,1.5726556777954102,1.5224363803863523,1.464366436004639,1.425463080406189,1.6855618953704834,1.6862404346466064,2.001648664474488,1.5838980674743652,1.5398577451705933,1.522451877593994,1.506498098373413,1.6116585731506348,1.6332635879516602,1.5967432260513306,1.729301929473877,1.777221441268921,1.921644926071167,1.896780252456665,1.979933381080628,2.101945638656616,5.049134254455566,4.145430088043213,2.067012310028076,2.082180976867676,3.408688306808472,3.216106414794922,3.069045066833496,2.0682387351989746,1.926895022392273,2.5959713459014893,1.9694894552230835,1.8723677396774288,1.8085622787475584,1.7504565715789795
N,4.609396457672119,5.67708158493042,2.5511393547058105,3.156171560287476,2.753096342086792,3.370033502578736,3.963577270507813,4.557596206665039,5.285436630249023,4.453742980957031,2.178159475326538,2.7957451343536377,2.6024441719055176,2.548739433288574,3.044443130493164,3.351186752319336,3.7576346397399902,4.048003673553467,3.331615924835205,3.968146562576294,2.2985644340515137,2.22622013092041,2.2012927532196045,2.214073419570923,2.2144198417663574,2.255028486251831,2.334601879119873,2.4566409587860107,2.515555620193481,2.6557435989379883,2.8491671085357666,2.232778549194336,2.556560039520264,2.665778636932373,2.948970556259156,3.033015251159668,5.326374053955078,3.404970645904541,2.935316801071167,2.2814528942108154,2.2545127868652344,2.2069478034973145,2.1660165786743164,2.1544246673583984,2.197918176651001,2.005714178085327,2.348043441772461,2.463530778884888,2.6570827960968018,2.9216370582580566,2.3008620738983154,2.3937551975250244,2.5991475582122803,2.6500611305236816,5.52077579498291,4.257421970367432,2.5911865234375,3.442567586898804,2.7974119186401367,2.6640074253082275,2.499643564224243,2.355867624282837,2.218839645385742,2.7293624877929688,2.0245392322540283,1.97283136844635,1.922114372253418,1.879626750946045,1.8494889736175537,1.8250001668930047,1.9101970195770264,1.904043674468994,1.976296544075012,1.6607098579406738,1.643706440925598,1.6457374095916748,1.6608660221099854,1.7880370616912842,1.8242120742797847,1.7454888820648191,2.031790256500244,2.079591751098633,2.078254222869873,2.1609461307525635,2.205901861190796,2.1635961532592773,5.460324764251709,4.300918102264404,2.354744434356689,2.3904736042022705,3.5753235816955566,3.3821916580200195,3.215954065322876,2.284435749053955,2.143124580383301,2.728682518005371,2.2216176986694336,2.118824958801269,2.0555737018585205,2.000153064727783
O,5.154128551483154,6.270419120788574,3.164804458618164,3.731343507766724,3.354616641998291,3.96100115776062,4.557596206665039,5.18679666519165,5.9064531326293945,5.026899814605713,2.611273288726806,3.406510829925537,3.194618463516236,3.119434356689453,3.655572652816773,3.956146717071533,4.353179931640625,4.653772354125977,3.8542110919952393,4.636961936950684,2.5680465698242188,2.5267157554626465,2.533497095108032,2.574584484100342,2.6128182411193848,2.695356845855713,2.83073353767395,2.991633892059326,3.031600952148437,3.242987632751465,3.504685640335083,2.6768922805786133,3.1245346069335938,3.270177364349365,3.564981937408448,3.648673534393311,5.840837478637695,3.992823600769043,3.488258123397827,2.536154270172119,2.567232847213745,2.54209852218628,2.537125587463379,2.5714986324310303,2.64566707611084,2.471107721328736,2.837245225906372,2.990015745162964,3.298704147338867,3.565023422241211,2.7673048973083496,2.88079571723938,3.1412248611450195,3.1140565872192383,6.06633186340332,4.819636344909668,2.987299680709839,3.680599451065064,3.2143166065216064,3.076332092285156,2.9340076446533203,2.810272693634033,2.699569702148437,3.0107364654541016,2.540727138519287,2.488835573196411,2.4364590644836426,2.396561622619629,2.3685779571533203,2.340920925140381,2.256816864013672,2.2378969192504883,2.1248607635498047,1.85940420627594,1.872539520263672,1.887422561645508,1.9317353963851929,2.081862449645996,2.127774953842163,2.046070337295532,2.311561346054077,2.3977017402648926,2.331413984298706,2.411445379257202,2.46753478050232,2.428539752960205,6.010315895080566,4.852863788604736,2.722618579864502,2.8378260135650635,3.8614461421966553,3.5837152004241943,3.418271780014038,2.6734628677368164,2.5409982204437256,2.9642605781555176,2.713254928588867,2.5998239517211914,2.549124956130981,2.490316867828369
F,5.852656841278076,6.983578681945801,3.87180757522583,4.421022415161133,4.053936004638672,4.643423557281494,5.285437107086182,5.906453609466553,6.641857624053955,5.710275173187256,3.2183375358581543,4.082179546356201,3.906419277191162,3.777658224105835,4.358235836029053,4.656496047973633,5.048717975616455,5.343652725219727,4.442066192626953,5.432615756988525,3.0268564224243164,3.023037433624268,3.078721761703491,3.1318421363830566,3.2246813774108887,3.342246532440185,3.51479434967041,3.6898679733276367,3.710695266723633,3.973634958267212,4.284721851348877,3.3256897926330566,3.839618682861328,3.987196445465088,4.283734321594238,4.388599872589111,6.35800838470459,4.686462879180908,4.151906490325928,2.955319166183472,3.0189030170440674,3.0199992656707764,3.064947843551636,3.132346868515014,3.268385171890259,3.142868995666504,3.53321385383606,3.683642625808716,4.087906360626221,4.370755195617676,3.4441967010498047,3.5712265968322754,3.85563588142395,3.791524171829224,6.608390331268311,5.457996368408203,3.582414627075196,4.067168712615967,3.889956951141357,3.771564722061157,3.640005111694336,3.5209386348724365,3.3978490829467773,3.4342293739318848,3.203400135040283,3.14310884475708,3.0827598571777344,3.031241178512573,2.992358446121216,2.966508626937866,2.767507791519165,2.760573387145996,2.406533718109131,2.1972033977508545,2.226592302322388,2.2592227458953857,2.3303534984588623,2.491039276123047,2.548491716384888,2.4713943004608154,2.7432548999786377,2.9250364303588867,2.680868148803711,2.765929698944092,2.840216875076294,2.805975914001465,6.556986331939697,5.443308830261231,3.316889762878418,3.491265296936035,4.257479667663574,3.91637110710144,3.762281894683838,3.319819450378418,3.184070110321045,3.3296422958374023,3.404791593551636,3.275696277618408,3.2113099098205566,3.1476402282714844
Ne,5.212815284729004,6.226008892059326,3.266351222991944,3.780557870864868,3.450969219207764,3.955547571182251,4.453741073608398,5.026899337768555,5.710275173187256,5.040229797363281,2.8797123432159424,3.469686508178711,3.2992095947265625,3.2730817794799805,3.667205572128296,3.946344137191773,4.3020195960998535,4.618780612945557,3.805642604827881,4.532118797302246,3.0036213397979736,2.951342821121216,2.9385156631469727,2.9953742027282715,2.968125343322754,3.009628772735596,3.099599838256836,3.2127609252929688,3.3163747787475586,3.4244415760040283,3.488110542297364,3.074895143508911,3.289867162704468,3.3895187377929688,3.619521617889404,3.711043357849121,5.714491367340088,3.912342548370361,3.537493705749512,2.965916156768799,2.9996118545532227,2.965222120285034,2.907196521759033,2.949693202972412,2.9949584007263184,2.797286033630371,3.1545112133026123,3.1849939823150635,3.3339438438415527,3.504039764404297,3.118593215942383,3.1867599487304688,3.3451504707336426,3.388765811920166,6.063026428222656,4.772457599639893,3.2287118434906006,3.9851248264312735,3.4397308826446533,3.2989614009857178,3.130852222442627,2.967715263366699,2.814424991607666,3.2434866428375244,2.5710582733154297,2.477226495742798,2.406799077987671,2.3507659435272217,2.290865421295166,2.238402366638184,2.369231939315796,2.372453451156616,2.543532371520996,2.1972601413726807,2.178433895111084,2.176882266998291,2.2061567306518555,2.3554956912994385,2.383072853088379,2.27363920211792,2.513290405273437,2.5437583923339844,2.651230335235596,2.703554153442383,2.757651329040528,2.747980833053589,6.00518274307251,4.808426380157471,3.021972179412842,3.038259506225586,4.096692562103272,3.878371238708496,3.7071027755737305,2.899824619293213,2.7401161193847656,3.247063636779785,2.8228774070739746,2.708871841430664,2.620943546295166,2.537835597991944
