,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm
H,5.619848728179932,7.115065574645996,3.914007425308228,4.127218246459961,4.79721736907959,5.378436088562012,5.855602264404297,6.456362247467041,7.128700733184815,5.734086990356445,3.0459139347076416,3.616321086883545,3.819128036499024,3.919244289398194,4.459253311157227,4.875277042388916,5.2480788230896,5.4975457191467285,4.135853290557861,5.526104927062988,2.852785110473633,2.9383859634399414,3.0416159629821777,3.037569999694824,3.2648496627807617,3.4013142585754395,3.54617691040039,3.709554672241211,3.690162420272827,3.978646516799927,4.66771125793457,3.739969491958618,4.04052209854126,4.21530818939209,4.445487022399902,4.614278793334961,4.935811996459961,3.7249488830566406,3.791633129119873,2.813469648361206,2.8989086151123047,2.973931074142456,3.145103931427002,3.1790993213653564,3.329288959503174,3.098500490188598,3.5276381969451904,3.691370010375977,4.342527866363525,4.653707027435303,3.597130298614502,3.711342096328736,4.07793664932251,3.928501844406128,3.861941814422608,3.7373080253601074,2.7505695819854736,2.6519453525543213,2.430039405822754,2.3922557830810547,2.3905160427093506,2.37581729888916,2.3871309757232666,2.7187886238098145,2.40217661857605,2.4379358291625977,2.4768848419189453,2.5217432975769043,2.5838632583618164,2.6334052085876465,2.6735801696777344,2.648550033569336,2.246135234832764,2.2743382453918457,2.3361599445343018,2.400268077850342,2.472421646118164,2.5404257774353027,2.6033689975738525,2.6818666458129883,2.902456283569336,3.1164591312408447,2.761138200759888,2.8825173377990723,2.936593532562256,2.9852919578552246,3.327046155929565,3.2883825302124023,2.727572441101074,2.823647975921631,2.817178010940552,2.704181671142578,2.703041076660156,2.8919453620910645,2.8854916095733643,2.7620577812194824,2.960266828536988,2.9944286346435547,3.015136957168579,3.065070390701294
He,7.11506462097168,8.965948104858398,5.380583763122559,5.866122245788574,6.216502666473389,6.852809906005859,7.542915344238281,8.216646194458008,8.977890014648438,7.454328536987305,4.550175189971924,5.140961647033691,5.271886348724365,5.304049491882324,5.938465118408203,6.344463348388672,6.762537479400635,6.96758508682251,6.363059043884277,7.064043045043945,4.199151992797852,4.301295757293701,4.416156768798828,4.42104959487915,4.682947158813477,4.847515106201172,5.0378289222717285,5.2254252433776855,5.1830363273620605,5.458592891693115,6.221996307373047,5.136104583740234,5.652397155761719,5.817679405212402,6.086885452270508,6.134066104888916,6.777093410491943,5.559830665588379,5.358531951904297,4.018557071685791,4.112618446350098,4.209953308105469,4.3987016677856445,4.469945907592773,4.649771690368652,4.516353607177734,4.907897472381592,5.109182834625244,5.827447891235352,6.003020763397217,5.000239849090576,5.123530387878418,5.552024841308594,5.358918190002441,6.303311347961426,6.168813705444336,4.324023246765137,4.014556884765625,4.0979719161987305,4.055021286010742,4.050370216369629,3.97959041595459,3.9732894897460938,3.988942623138428,3.936901807785034,3.927700757980346,3.942440509796143,3.966799020767212,3.997724533081055,4.0033721923828125,3.945233821868897,3.901842355728149,3.033966064453125,3.067537784576416,3.156019687652588,3.2434215545654297,3.347480297088623,3.4254865646362305,3.5199780464172363,3.64471960067749,4.072523593902588,4.351169109344482,3.7129967212677,3.956303596496582,4.038730621337891,4.0002923011779785,5.071662902832031,4.842662811279297,3.689247131347656,3.7943615913391113,3.507874250411988,3.5426840782165527,3.5332794189453125,3.7686927318573,3.7726950645446777,3.614611148834229,3.8571078777313232,3.887686252593994,3.912496089935303,3.9650800228118896
Li,3.914007663726807,5.380584239959717,1.712060809135437,2.2167062759399414,2.6466877460479736,3.14038634300232,3.8201889991760254,4.487404823303223,5.229720115661621,3.819357872009277,1.6374578475952148,1.3493191003799438,1.4713529348373413,1.973755955696106,2.027216911315918,2.443176031112671,2.81502103805542,3.093886375427246,2.7523303031921387,3.884723663330078,1.5545549392700195,1.520678997039795,1.5027480125427246,1.4585729837417605,1.5457730293273926,1.5734623670578003,1.5710744857788086,1.610934138298035,1.546867609024048,1.7663620710372925,2.031014919281006,1.7229124307632446,1.709483027458191,1.846205711364746,2.003208637237549,2.245167255401612,3.4241437911987305,2.260047912597656,2.29900336265564,1.5762449502944946,1.530140995979309,1.53313946723938,1.57773756980896,1.5317484140396118,1.5315660238265991,1.3601361513137815,1.5817207098007202,1.7541459798812866,1.726497769355774,2.2961502075195312,1.624425768852234,1.698153018951416,1.7580723762512207,1.9550827741622925,3.0700013637542725,2.538996696472168,1.8900511264801023,2.002103567123413,1.6847891807556152,1.6584537029266355,1.6311105489730835,1.6156426668167114,1.606209635734558,1.9424782991409304,1.6114881038665771,1.6338388919830322,1.6512947082519531,1.6692602634429932,1.6812220811843872,1.712779879570007,1.7790051698684692,1.7838983535766602,1.6636561155319214,1.6496121883392334,1.6624913215637207,1.6965452432632446,1.712749481201172,1.7490330934524536,1.7755718231201172,1.8485373258590696,1.832873106002808,1.972714066505432,1.8658264875411987,1.8631658554077148,1.916008830070496,2.0782670974731445,2.672249794006348,2.531038999557495,2.073808193206787,2.143339157104492,2.07075572013855,2.13423752784729,2.127584218978882,2.2040140628814697,2.196206569671631,2.1682796478271484,2.2472078800201416,2.290687322616577,2.316068172454834,2.380521297454834
Be,4.127217769622803,5.866122245788574,2.2167067527771,2.816251277923584,3.107046842575073,3.709738731384277,4.4064106941223145,5.076362609863281,5.812056064605713,4.322605133056641,1.5544073581695557,1.861826777458191,1.954774618148804,2.09248685836792,2.5923550128936768,3.010060787200928,3.3918943405151367,3.6128859519958496,3.2246060371398926,3.900630474090576,1.5312200784683228,1.5542784929275513,1.5964770317077637,1.5697227716445925,1.6965376138687134,1.7581794261932373,1.8547855615615845,1.953537106513977,1.9321016073226929,2.0924134254455566,2.6159939765930176,1.889882206916809,2.277423620223999,2.358771562576294,2.60155987739563,2.5911550521850586,3.447742462158203,2.419222593307495,2.284926176071167,1.6073788404464722,1.5907036066055298,1.6012355089187622,1.668570876121521,1.641606092453003,1.6901428699493408,1.431836485862732,1.7371255159378052,1.8705908060073853,2.241261482238769,2.4346718788146973,1.811004996299744,1.89468777179718,2.12669038772583,2.0890908241271973,3.16705584526062,2.735624313354492,1.964735746383667,2.060152292251587,1.7024903297424316,1.6729751825332642,1.650202989578247,1.6327195167541504,1.618127465248108,1.970673680305481,1.6235843896865845,1.6337796449661257,1.6509336233139038,1.669835925102234,1.6793980598449707,1.7104737758636477,1.7775834798812866,1.7780359983444214,1.6855125427246094,1.671084761619568,1.679073691368103,1.7082237005233765,1.7181143760681152,1.7537444829940796,1.7853065729141235,1.867420315742493,1.9545844793319704,2.0343520641326904,1.889523148536682,1.9529989957809448,1.993419289588928,2.129896402359009,2.78117036819458,2.58216404914856,2.168293237686157,2.2243239879608154,2.081615447998047,2.226414442062378,2.20646595954895,2.2663824558258057,2.2655622959136963,2.258988380432129,2.325108051300049,2.366168737411499,2.381110906600952,2.42793869972229
B,4.79721736907959,6.216502189636231,2.6466877460479736,3.1070470809936523,3.6953206062316895,4.055058479309082,4.675418853759766,5.337259292602539,6.095110893249512,4.727105617523193,2.608312129974365,2.1768431663513184,2.417141914367676,3.069206714630127,3.0081381797790527,3.444051504135132,3.7880935668945312,4.181424140930176,3.764228820800781,4.942729949951172,2.1523263454437256,2.143320083618164,2.143465757369995,2.090827226638794,2.2197303771972656,2.2838709354400635,2.310215950012207,2.388466119766236,2.2860169410705566,2.6299819946289062,2.862659215927124,2.5698888301849365,2.400792121887207,2.612584352493286,2.760620594024658,3.1201860904693604,4.451949119567871,3.0564069747924805,3.105931282043457,2.119126319885254,2.064181327819824,2.067701816558838,2.144459724426269,2.074536085128784,2.084453582763672,1.8179751634597776,2.213578462600708,2.5106406211853027,2.380153179168701,3.151240348815918,2.167860507965088,2.2697653770446777,2.353712797164917,2.7158727645874023,3.8323659896850586,3.397787570953369,2.390564203262329,2.397713184356689,2.129241704940796,2.07601261138916,2.0450234413146973,1.9867587089538568,1.9634885787963867,2.315778970718384,1.9280176162719729,1.9143970012664795,1.9209837913513184,1.934003949165344,1.940762639045716,1.956214189529419,2.063645124435425,2.039461374282837,1.7684975862503052,1.7668968439102173,1.787405014038086,1.815789103507996,1.832247495651245,1.878152847290039,1.92095148563385,2.0007994174957275,1.9959688186645508,2.1549808979034424,2.026685237884521,2.032184839248657,2.0811352729797363,2.2620158195495605,2.8813538551330566,2.877164840698242,2.1865594387054443,2.2815966606140137,2.22682523727417,2.236499786376953,2.2355666160583496,2.32187294960022,2.3124592304229736,2.2422990798950195,2.3629932403564453,2.3929860591888428,2.4043688774108887,2.449782133102417
C,5.37843656539917,6.852809906005859,3.14038634300232,3.709739208221436,4.05505895614624,4.657757759094238,5.346324920654297,6.011235237121582,6.79353141784668,5.311052322387695,2.74161958694458,2.7864227294921875,2.9090850353240967,3.248523235321045,3.571420192718506,4.006899833679199,4.399297714233398,4.614912986755371,4.307120323181152,5.225973606109619,2.2242300510406494,2.217496156692505,2.238717555999756,2.2089555263519287,2.399942398071289,2.505619525909424,2.5914511680603027,2.7169189453125,2.6409144401550293,2.935662031173706,3.430811643600464,2.8088154792785645,2.97251033782959,3.1132874488830566,3.3358726501464844,3.477902412414551,4.658331871032715,3.6434013843536377,3.371819972991944,2.251603603363037,2.2101919651031494,2.2418429851531982,2.354717493057251,2.3010098934173584,2.330251932144165,2.0140860080718994,2.4663233757019043,2.767543077468872,2.895563840866089,3.4760773181915283,2.4362728595733643,2.540071487426758,2.736861228942871,2.938340187072754,4.44047212600708,3.8538429737091056,2.74473237991333,2.670626640319824,2.3689889907836914,2.307604551315308,2.277280330657959,2.2138516902923584,2.1904683113098145,2.531106948852539,2.139291286468506,2.1113646030426025,2.102827310562134,2.1100549697875977,2.115325927734375,2.134681224822998,2.2376978397369385,2.1956210136413574,1.883837938308716,1.8591327667236328,1.8753365278244016,1.9206372499465945,1.9469355344772337,2.003220796585083,2.0572731494903564,2.154587984085083,2.122334241867065,2.280867338180542,2.155024766921997,2.177307844161988,2.2191174030303955,2.392756462097168,3.262807607650757,2.943691730499268,2.443425416946411,2.5194413661956787,2.353485584259033,2.471230983734131,2.458465576171875,2.544668197631836,2.540166139602661,2.49249529838562,2.6040127277374268,2.630576133728028,2.644893169403076,2.691182851791382
N,5.855601787567139,7.542915344238281,3.8201889991760254,4.406410217285156,4.675418853759766,5.346324920654297,6.060442924499512,6.743357181549072,7.503668308258057,5.958540916442871,3.083332300186157,3.488027334213257,3.621966600418091,3.748910903930664,4.311865329742432,4.728577613830566,5.125433921813965,5.303488254547119,4.924203872680664,5.644381523132324,2.614454746246338,2.662414073944092,2.735307455062866,2.7173094749450684,2.942056179046631,3.0777952671051025,3.219550371170044,3.3925206661224365,3.322119951248169,3.606900453567505,4.343268871307373,3.3383097648620605,3.7633907794952393,3.902893543243408,4.179746627807617,4.222774028778076,5.276677131652832,4.174407005310059,3.7865865230560303,2.639227390289306,2.64521598815918,2.6922354698181152,2.8318862915039062,2.8124890327453613,2.899900436401367,2.59841251373291,3.046107053756714,3.2987430095672607,3.765111923217773,4.150232791900635,3.06882905960083,3.1740970611572266,3.487178325653076,3.505514621734619,4.983790397644043,4.549759387969971,3.098683834075928,2.96054482460022,2.734355926513672,2.6686480045318604,2.636507272720337,2.5333471298217773,2.501685380935669,2.831129312515259,2.446686267852783,2.431790351867676,2.4268054962158203,2.431579113006592,2.435474395751953,2.4462244510650635,2.52645206451416,2.483085870742798,2.017763137817383,2.006889581680298,2.0437090396881104,2.100104808807373,2.1378326416015625,2.196683406829834,2.2439992427825928,2.343353033065796,2.450113296508789,2.610137701034546,2.365618228912353,2.454799175262451,2.4941420555114746,2.622086524963379,3.6499388217926025,3.276834011077881,2.669143915176392,2.7360386848449707,2.561683177947998,2.700413703918457,2.6790196895599365,2.7902028560638428,2.788282632827759,2.736678123474121,2.837224245071411,2.8683977127075195,2.887756109237671,2.936990976333618
O,6.456362247467041,8.216647148132324,4.4874043464660645,5.076362609863281,5.337259292602539,6.011234760284424,6.743358612060547,7.41497278213501,8.176484107971191,6.630621910095215,3.674131870269776,4.173079967498779,4.310551166534424,4.4039177894592285,4.982005596160889,5.391921043395996,5.801658630371094,5.996665954589844,5.587996006011963,6.313815593719482,3.2439303398132324,3.317665100097656,3.4213902950286865,3.398099660873413,3.6486175060272217,3.802199363708496,3.983755826950073,4.17102575302124,4.105412483215332,4.395918369293213,5.169617176055908,4.092470169067383,4.576464653015137,4.716555595397949,5.002283573150635,5.038315773010254,6.0090837478637695,4.912097930908203,4.503170967102051,3.2188966274261475,3.254573345184326,3.325441360473633,3.4737627506256104,3.4803144931793213,3.592933416366577,3.4000229835510254,3.8128230571746826,4.073657989501953,4.633581161499023,4.965126991271973,3.840691089630127,3.9647562503814697,4.324298858642578,4.303465843200684,5.7922043800354,5.482619285583496,3.689882278442383,3.444403886795044,3.365436315536499,3.306493759155273,3.284252166748047,3.180720090866089,3.149746894836426,3.372241973876953,3.066518068313598,3.03405499458313,3.0363144874572754,3.05015516281128,3.06732439994812,3.071944236755371,3.1085422039031982,3.037039041519165,2.365832567214966,2.330453634262085,2.353384256362915,2.4019062519073486,2.4497883319854736,2.519784927368164,2.5982675552368164,2.7228269577026367,2.925082206726074,3.154337167739868,2.745574474334717,2.8857364654541016,2.93619441986084,3.0176093578338623,4.2646260261535645,3.8007640838623047,2.9956233501434326,3.0719199180603027,2.886981010437012,2.989208459854126,2.967552661895752,3.0926082134246826,3.0954508781433105,3.013963460922241,3.164626121520996,3.1999568939208984,3.216575384140014,3.264937400817871
F,7.128700256347656,8.977890014648438,5.229720115661621,5.812055587768555,6.0951104164123535,6.79353141784668,7.50366735458374,8.176484107971191,8.945924758911133,7.382431507110596,4.34823751449585,4.8960161209106445,5.044680595397949,5.105676651000977,5.7064385414123535,6.138455867767334,6.559771060943604,6.774755954742432,6.283430576324463,7.0508131980896,3.955910205841065,4.045151233673096,4.170421600341797,4.159337997436523,4.441445350646973,4.599339008331299,4.787372589111328,4.973986625671387,4.913480758666992,5.199158668518066,5.990135669708252,4.904262065887451,5.413881301879883,5.565545082092285,5.854296684265137,5.884201049804688,6.754142284393311,5.600216865539551,5.297975063323975,3.8601088523864746,3.921275138854981,4.008901119232178,4.172205448150635,4.2562103271484375,4.431504726409912,4.351620674133301,4.725113391876221,4.967641353607178,5.593877792358398,5.864651679992676,4.812686920166016,4.961434841156006,5.336183547973633,5.252369403839111,6.561516761779785,6.390326499938965,4.386314868927002,4.083739757537842,4.144146919250488,4.094831466674805,4.087440967559815,3.997229814529419,3.98537850379944,4.061951637268066,3.907522201538086,3.874779224395752,3.872689485549927,3.879883766174317,3.906076192855835,3.904561758041382,3.934091567993164,3.861952781677246,2.7832400798797607,2.766594409942627,2.836888074874878,2.9146487712860107,3.003777027130127,3.066143751144409,3.162346839904785,3.303945541381836,3.67773962020874,3.989923477172852,3.319077491760254,3.535747766494751,3.61477303504944,3.603323459625244,5.013294219970703,4.530968189239502,3.449926376342773,3.536449432373047,3.289145946502685,3.3615901470184326,3.3380022048950195,3.470815658569336,3.472323417663574,3.334636926651001,3.5336334705352783,3.557659149169922,3.575153112411499,3.617781162261963
Ne,5.734086036682129,7.454329490661621,3.819358348846436,4.322605133056641,4.727105617523193,5.3110527992248535,5.958540916442871,6.630622386932373,7.382431030273437,5.814446926116943,3.063017129898072,3.4190142154693604,3.583977222442627,3.727270126342773,4.205084323883057,4.625589370727539,5.008380889892578,5.205321788787842,4.933933258056641,5.699387550354004,2.6702980995178223,2.7200698852539062,2.803100109100342,2.8037824630737305,3.006275653839112,3.135880470275879,3.279102325439453,3.4304261207580566,3.386604785919189,3.629616498947144,4.292234897613525,3.436460494995117,3.812092304229736,3.931126356124878,4.175563812255859,4.206159114837647,5.206626892089844,4.122879505157471,3.815584659576416,2.8684139251708984,2.895927906036377,2.9445641040802,3.061701774597168,3.1002309322357178,3.201526641845703,2.9946203231811523,3.3647985458374023,3.5819382667541504,3.9705810546875,4.238347053527832,3.4151952266693115,3.510442018508911,3.771291971206665,3.790138006210327,5.167919635772705,4.734651565551758,3.3476641178131104,3.2058048248291016,3.035768508911133,2.9862725734710693,2.969115734100342,2.8915491104125977,2.865729331970215,3.093146324157715,2.792348146438598,2.757432460784912,2.753922462463379,2.762864112854004,2.7712302207946777,2.7743539810180664,2.855905055999756,2.808056831359864,2.2764787673950195,2.240200996398926,2.278313636779785,2.326674222946167,2.3713419437408447,2.4122345447540283,2.461622714996338,2.579434871673584,2.7915585041046143,2.964793920516968,2.6096415519714355,2.7468273639678955,2.81148624420166,2.877156972885132,3.978269100189209,3.601914405822754,2.845005750656128,2.911478042602539,2.7165720462799072,2.8215484619140625,2.803040027618408,2.8954806327819824,2.8940322399139404,2.8656206130981445,2.972350835800171,3.001185894012451,3.017578363418579,3.05441951751709
